rownum,schoolName,type,satc,admRate,yield,pctRet2,schoolSz,pctLifeOC,finaidAvgAmt
15,Cornell University,Private,2140,16.6,51.4,96,14261,57,42248
2997,United States Coast Guard Academy,Public,1885,15.9,71.4,94,967,100,
3744,Bowdoin College,Private,2145,15.8,46.4,97,1839,92,39145
2931,Maria College,Private,1335,15.7,65.0,,886,,
376,Pitzer College,Private,1915,15.7,37.9,90,1084,74,41456
4045,Vanderbilt University,Private,2230,14.2,39.9,96,6796,83,44416
1268,Swarthmore College,Private,2170,14.2,40.4,97,1552,93,39427
3670,Claremont McKenna College,Private,2120,13.6,42.3,95,1264,94,39953
535,Duke University,Private,2195,13.4,42.0,97,6655,81,40561
1713,University of Chicago,Private,2245,13.2,45.7,99,5590,55,42128
2354,Amherst College,Private,2150,13.0,41.7,98,1817,99,45438
757,Pomona College,Private,2165,13.0,41.3,97,1607,98,40107
1464,University of Pennsylvania,Private,2180,12.6,62.5,98,9841,63,40582
4214,California Institute of Technology,Private,2320,11.8,40.6,96,997,85,37984
986,United States Air Force Academy,Public,1995,9.9,84.3,93,4120,100,0
3300,Dartmouth College,Private,2185,9.8,48.6,97,4193,86,42419
3746,Brown University,Private,2140,9.6,55.8,97,6435,,40523
61,College of the Ozarks,Private,1560,9.5,85.1,87,1376,76,15302
1462,United States Military Academy,Public,1915,9.0,85.7,96,4592,100,
4075,Massachusetts Institute of Technology,Private,2260,8.9,70.1,97,4503,90,37979
4221,Princeton University,Private,2255,7.9,64.8,98,5336,98,
3853,Columbia University,Private,2225,7.4,59.9,99,6068,94,43087
4123,Yale University,Private,2250,7.1,66.4,99,5405,88,43571
1341,Cooper Union for the Advancement of Science and Art,Private,2045,7.0,76.1,90,880,20,37500
2998,United States Naval Academy,Public,1915,6.8,86.7,97,4536,100,0
3387,Stanford University,Private,2220,6.6,72.8,98,7063,91,41894
1251,Harvard College,Private,2250,6.1,80.2,97,6658,99,46794
423,West Virginia State University,Public,1305,0.0,,,2589,,
