satc
1755
1725
1740
1755
1725
1695
1740
1725
1725
1725
1740
1740
1725
1680
1710
1740
1740
1740
1680
1740
1740
1650
1695
1755
1650
1725
1725
1740
1695
1695
1695
1650
1740
1740
1785
1755
1785
1785
1725
1755
1800
1785
1770
1680
1755
1785
1770
1770
1770
1725
1755
1770
1755
1725
1725
1710
1725
1755
1650
1740
1680
1695
1635
1725
1740
1755
1800
1770
1785
1800
1785
1800
1800
1800
1785
1785
1755
1815
1770
1800
1770
1800
1785
1785
1800
1785
1830
1785
1800
1740
1740
1800
1815
1800
1770
1785
1800
1680
1695
1770
1725
1725
1695
1800
1830
1845
1755
1830
1755
1785
1800
1815
1785
1770
1755
1830
1800
1800
1845
1815
1755
1845
1785
1755
1635
1830
1845
1860
1860
1845
1860
1815
1830
1845
1860
1815
1845
1785
1845
1830
1785
1860
1800
1770
1800
1725
1725
1950
1860
1890
1890
1905
1905
1905
1845
1845
1875
1905
1875
1860
1905
1845
1860
1815
1905
1860
1890
1815
1725
1920
1920
1935
1935
1905
1905
1950
1890
1920
1920
1845
1800
1890
1920
1980
1950
1950
1965
1950
1950
1920
1920
1875
1980
1950
1875
1950
1800
1995
1995
1995
1920
1980
1980
1965
1995
1935
1890
1890
1785
1965
2010
2025
1980
1995
2025
2025
1980
1995
2025
1950
2025
2010
1935
2040
2040
2055
2040
2040
2070
2070
2085
2055
2085
2070
2055
2070
2025
2055
2040
1980
2100
2115
2115
2115
2070
2100
2130
2145
2115
2160
2145
2145
2145
2160
2205
2175
2175
2190
2160
2160
2235
2190
2250
2190
2175
2175
2235
2250
2250
